A_air,DELAY,GCD,HeadingDegree,Dep_Hub,Arr_Hub,Weekday,Spring,Summer,Fall,Winter,Dep_congestion,Arr_congestion
107,18,898.49101,6,0,1,1,0,0,1,0,0.411764706,0.555555556
116,12,707.170628,-11,0,0,0,0,0,0,1,0.62962963,0.625
96,30,571.590207,-10,0,1,1,1,0,0,0,0.625,0.625
141,12,1042.699516,-17,1,0,1,0,0,0,1,1.05,0.8
305,7,2309.121858,-42,1,0,0,0,1,0,0,1,0.909090909
92,10,523.493625,-10,1,1,1,0,0,1,0,0.541666667,0.411764706
346,10,2624.268993,-49,0,0,1,0,0,1,0,0.916666667,0.285714286
305,22,2565.527733,42,1,0,1,0,1,0,0,0.583333333,0.071428571
129,4,901.207502,9,1,1,1,1,0,0,0,0.3125,0.464285714
81,11,620.091504,7,0,0,1,0,0,0,1,0.666666667,0.142857143
61,14,388.846635,3,1,0,1,0,1,0,0,0.62962963,0.545454545
54,6,357.179769,4,0,0,1,0,0,1,0,0.8,0.764705882
327,30,2624.268993,-49,0,0,1,0,0,1,0,0.461538462,1
68,49,486.821961,1,1,0,1,0,0,0,1,0.2,0.466666667
55,28,357.179769,-4,1,0,0,1,0,0,0,0.666666667,1.111111111
44,12,218.192866,-4,0,1,0,0,1,0,0,0.24,0.625
328,23,2518.463271,-45,1,1,1,0,0,0,1,0.923076923,0.764705882
55,8,351.782544,4,1,0,1,0,0,0,1,0.5,0.2
62,10,421.962871,7,0,1,1,0,1,0,0,0.846153846,0.666666667
223,9,1908.348675,27,0,0,1,1,0,0,0,0.727272727,0.708333333
84,21,624.238161,-1,1,1,0,0,0,0,1,1,0.303030303
96,44,760.200443,13,1,0,1,0,0,0,1,0.260869565,0.75
50,28,317.942589,5,0,1,1,1,0,0,0,1.055555556,0.545454545
97,1,732.129795,-11,0,0,0,0,1,0,0,0.157894737,0.833333333
217,27,1767.800732,30,0,1,1,0,1,0,0,0.4,0.375
119,12,1060.507119,20,1,0,1,0,0,0,1,0.545454545,0.777777778
121,33,989.849845,-4,1,0,0,0,1,0,0,0.642857143,0.363636364
229,11,1786.762313,-31,0,0,1,0,0,1,0,0.28,1.0625
133,8,929.47781,-16,0,0,1,0,0,0,1,0.555555556,0.533333333
80,15,515.997077,-7,0,1,1,0,1,0,0,0.9,0.95
225,6,1961.40438,34,0,0,1,0,0,1,0,0.944444444,0.818181818
284,42,2167.984454,-38,1,1,0,0,0,0,1,1.3125,0.882352941
75,26,510.03799,-3,0,1,1,0,0,0,1,1.125,0.05
95,14,571.590207,-10,0,1,1,0,0,1,0,1.142857143,0.620689655
180,53,1394.176857,-23,1,0,0,0,1,0,0,0.818181818,0.608695652
118,9,908.840734,17,1,1,1,0,0,1,0,0.214285714,1
50,12,265.912564,3,1,0,1,0,1,0,0,0.9,0.888888889
204,12,1886.742458,35,0,1,0,0,0,1,0,0.090909091,0.793103448
249,27,2055.947818,34,1,1,0,0,1,0,0,0.916666667,0.142857143
262,26,1916.344663,-33,1,0,1,1,0,0,0,0.2,0.333333333
147,20,1042.246987,-2,0,0,1,0,0,1,0,1,0.25
142,7,1202.491246,20,1,0,1,0,0,0,1,0.217391304,0.333333333
151,18,1111.110824,7,1,0,0,0,0,0,1,0.857142857,0.428571429
224,13,2000.812063,35,1,1,1,1,0,0,0,0.647058824,0.894736842
68,48,420.795085,-6,0,0,1,0,0,0,1,0.642857143,0.888888889
179,6,1545.824818,28,0,1,1,0,0,1,0,0.583333333,0.892857143
65,16,505.175297,-8,0,0,1,1,0,0,0,0.1,0.739130435
301,8,2443.223163,-45,1,1,1,0,1,0,0,0.272727273,0.615384615
70,20,390.388606,-5,1,1,1,0,0,1,0,1,0.75
45,24,255.35434,-4,0,0,0,0,1,0,0,0.8,0.75
90,10,651.284339,9,1,0,1,0,0,1,0,0.517241379,1
86,20,665.011421,11,0,1,1,1,0,0,0,0.541666667,0.5
218,20,1593.357952,-30,1,1,0,0,0,1,0,0.5,0.466666667
104,11,898.49101,6,0,1,0,1,0,0,0,0.4375,0.2
188,35,1479.580121,-25,1,0,1,0,1,0,0,1.2,0.555555556
171,14,1545.824818,28,1,1,1,1,0,0,0,0.5,1
58,11,420.795085,6,0,0,1,1,0,0,0,1,0.736842105
113,11,685.356058,9,1,0,0,0,0,1,0,1.235294118,0.857142857
102,19,737.983952,14,0,0,0,0,0,1,0,0.96,0.8
271,13,2332.717486,42,0,1,1,1,0,0,0,1.083333333,0.739130435
123,14,943.813088,-13,0,1,1,0,0,1,0,0.272727273,0.636363636
292,11,2598.27683,42,0,0,0,1,0,0,0,0.8,0.466666667
136,12,943.813088,-13,0,1,1,0,0,0,1,0.727272727,0.727272727
80,15,523.519563,7,1,0,1,0,0,0,1,0.259259259,0.555555556
113,1,813.596649,5,0,0,1,0,0,1,0,0.352941176,1
115,9,834.423578,6,0,1,1,0,0,1,0,0.642857143,1.066666667
131,50,988.067443,-18,1,1,1,0,1,0,0,0.321428571,0.833333333
112,20,901.207502,9,1,1,1,0,1,0,0,0.454545455,0.548387097
155,11,1189.249182,20,0,1,1,0,1,0,0,0.357142857,0.484848485
186,18,1258.858834,-24,0,0,0,0,0,1,0,0.689655172,0.8
246,14,1698.110688,-24,0,0,0,0,0,0,1,0.4,0.1
100,17,665.011421,-11,1,0,1,0,0,1,0,0.705882353,0.5
254,28,2000.812063,-35,1,1,1,1,0,0,0,1.083333333,0.9375
337,16,2572.388959,-48,0,0,0,0,1,0,0,0.9,0.230769231
73,8,394.782984,-7,1,0,0,1,0,0,0,0.75,0.909090909
134,14,989.849845,4,0,0,1,0,0,1,0,0.5,0.823529412
83,11,576.897383,3,0,1,1,0,1,0,0,0.625,0.806451613
131,7,1116.876239,22,1,0,1,1,0,0,0,0.52173913,0.125
128,29,943.813088,-13,0,1,1,1,0,0,0,0.875,0.181818182
98,19,629.385447,-10,0,1,1,0,1,0,0,0.8,0.769230769
88,22,623.223317,7,0,0,1,0,1,0,0,0.642857143,0.107142857
94,2,737.983952,14,1,0,1,1,0,0,0,0.5,1.111111111
277,8,2332.717486,42,0,1,1,1,0,0,0,0.5,0.818181818
125,6,841.089583,-7,0,0,0,0,0,1,0,0.666666667,0.909090909
230,5,1411.273186,-21,1,1,1,0,0,0,1,0.222222222,0.541666667
161,8,1202.491246,-20,0,1,1,0,1,0,0,0,0.833333333
179,14,1333.317564,-20,0,1,1,1,0,0,0,0.733333333,0.375
78,12,609.300452,-8,0,1,0,0,0,1,0,0.555555556,0.586206897
43,9,218.192866,-4,0,1,1,0,0,0,1,0.96,0.125
232,19,1617.638329,-28,1,1,1,1,0,0,0,0.888888889,0.333333333
155,7,1100.535857,-10,0,0,1,0,1,0,0,0.75,0.545454545
180,17,1545.824818,28,0,0,0,0,0,0,1,0.5,0.5
143,11,1112.807978,-7,1,0,0,0,0,1,0,0.636363636,0.333333333
150,17,989.849845,-4,1,0,1,0,0,1,0,0.941176471,0.636363636
128,15,908.840734,-17,1,1,1,1,0,0,0,0.25,0.5
59,3,379.434596,7,0,0,1,0,0,0,1,0.578947368,0.2
71,15,447.510212,-5,0,0,1,0,0,1,0,0.666666667,0.75
160,37,1112.807978,7,0,1,0,0,1,0,0,0.666666667,0.533333333
164,17,1258.858834,-24,0,1,1,1,0,0,0,0.64,0.75
127,54,908.840734,-17,0,0,1,1,0,0,0,0.8,0.083333333
133,3,1138.052053,17,1,0,1,0,0,0,1,0.043478261,0.833333333
65,40,334.522146,5,1,0,1,0,0,1,0,0.444444444,1
120,15,685.849277,-13,1,1,1,0,0,1,0,0.818181818,0.586206897
74,27,515.997077,7,1,0,1,1,0,0,0,0.470588235,1.2
112,17,861.040268,-9,1,1,1,0,0,1,0,0.6,0.533333333
128,9,1065.688198,18,0,1,1,0,0,0,1,0.416666667,0.730769231
58,11,351.782544,4,0,1,1,0,0,1,0,1,0.846153846
50,3,265.912564,3,1,0,1,1,0,0,0,0.45,0.75
164,10,1223.650541,-21,0,0,1,0,0,1,0,0.217391304,0.8125
174,6,1479.580121,25,1,1,1,0,1,0,0,0.733333333,0.75
87,20,571.590207,-10,1,1,0,0,1,0,0,0.916666667,0.137931034
63,43,420.795085,6,0,0,0,0,0,0,1,1.333333333,0.454545455
133,19,929.47781,-16,0,1,1,0,1,0,0,0.222222222,0.944444444
292,32,2201.081715,-39,1,1,1,0,0,0,1,0.875,0.2
134,41,841.089583,7,0,0,1,0,0,0,1,1.1,0.6
83,6,390.388606,-5,1,1,1,1,0,0,0,0.333333333,0.842105263
46,11,295.111722,4,0,0,1,0,1,0,0,0.5,0.666666667
175,14,1258.745502,-20,1,0,1,1,0,0,0,0.5,0.818181818
83,11,562.735694,-7,0,1,0,0,0,0,1,1.222222222,0.5
97,5,732.129795,-11,0,0,0,0,1,0,0,0.157894737,1
86,45,609.300452,8,1,1,1,0,1,0,0,0,0.625
316,11,2534.10135,-47,0,1,1,0,0,1,0,0.25,1
51,34,265.912564,-3,0,1,0,0,1,0,0,0.75,0.869565217
190,17,1459.112687,-22,0,0,1,0,1,0,0,1.111111111,0.444444444
193,11,1767.800732,30,0,1,1,0,0,1,0,1.166666667,0.310344828
46,10,239.028769,-2,0,0,0,0,1,0,0,0.7,0.192307692
79,12,523.519563,-7,0,1,1,0,0,0,1,1,0.575757576
180,18,1283.600843,-22,0,0,1,1,0,0,0,0.454545455,1
299,3,2518.463271,45,0,0,0,0,0,0,1,0.941176471,0.75
305,11,2598.27683,42,0,0,1,0,1,0,0,0.75,0.222222222
215,10,1521.159554,-23,1,1,1,1,0,0,0,0.5,0.333333333
107,49,665.011421,-11,1,0,1,0,1,0,0,0.5,0.533333333
121,25,685.849277,-13,1,1,0,0,0,0,1,0.6,0.448275862
142,47,922.251162,-7,0,0,1,1,0,0,0,0.333333333,0.555555556
58,15,431.45735,2,1,0,0,0,0,1,0,0.379310345,0.375
107,17,737.983952,-14,0,1,0,0,0,1,0,1.111111111,0.5
173,18,1272.783529,-19,1,0,1,0,1,0,0,1.043478261,0.277777778
204,8,1916.344663,33,0,1,1,0,0,0,1,0.833333333,0.606060606
92,9,737.983952,14,0,0,1,0,0,1,0,0.52,0.4
78,51,629.364927,11,0,1,1,0,1,0,0,0.769230769,1
43,43,268.566588,-3,1,1,1,0,1,0,0,0.533333333,0.8
54,40,347.632429,6,1,1,1,0,0,1,0,0.888888889,0.9
123,26,915.2794,3,0,0,1,1,0,0,0,0.733333333,0.444444444
73,53,565.253694,2,0,1,1,0,1,0,0,0.25,0.684210526
44,7,267.533473,-4,0,1,1,0,0,1,0,0.5,0.606060606
163,22,1116.876239,-22,0,1,1,0,0,0,1,0.111111111,0.611111111
139,6,1008.32884,-5,0,1,1,0,1,0,0,0.294117647,1.107142857
50,6,212.213175,3,0,0,0,0,0,1,0,0.444444444,0.8
97,44,629.385447,-10,1,0,1,0,1,0,0,0.933333333,0.5
49,18,317.942589,5,0,1,0,0,0,0,1,0.133333333,0.428571429
163,26,1060.507119,-20,0,1,0,0,0,1,0,1,0.846153846
73,41,468.377617,-8,0,0,1,0,1,0,0,0.166666667,0.3
203,12,1502.783943,-13,0,1,1,0,0,0,1,0.866666667,0.583333333
50,44,218.192866,-4,0,1,0,0,0,1,0,0.75,0.586206897
140,26,1118.565985,3,1,0,1,0,1,0,0,1.076923077,0.214285714
146,26,1042.699516,-17,1,0,1,0,0,0,1,0.75,0.333333333
75,31,539.094314,-10,0,1,1,0,0,1,0,1.111111111,0.6
121,38,946.311628,-8,0,0,1,1,0,0,0,0.888888889,0.476190476
94,6,571.590207,-10,0,1,1,0,0,0,1,0.666666667,0.75862069
76,32,620.091504,7,1,1,1,0,1,0,0,1.058823529,0.764705882
61,28,447.510212,-5,0,1,1,0,0,1,0,0.166666667,0.5
120,29,908.840734,-17,1,1,1,0,0,1,0,0.96,0.433333333
48,27,299.410217,-5,1,0,0,0,0,0,1,0.866666667,0.5
251,13,1855.22985,-35,0,1,1,0,1,0,0,0.444444444,0.5625
48,8,218.192866,4,1,0,0,0,0,1,0,0.578947368,0.055555556
116,10,901.207502,9,0,1,1,0,0,0,1,0.409090909,0.733333333
99,15,615.651481,-12,0,1,0,0,0,1,0,0.727272727,0.444444444
129,31,876.071914,-15,1,1,1,1,0,0,0,0.52173913,0.4
184,36,1445.171858,-24,0,0,1,0,1,0,0,1,0.413793103
154,28,1100.535857,-10,0,0,0,0,1,0,0,0.333333333,0.75
305,13,2416.374329,43,1,1,1,0,0,1,0,0.823529412,1.133333333
173,6,1459.112687,22,0,0,1,0,0,0,1,1,0.6
91,37,629.385447,10,0,1,1,1,0,0,0,0.916666667,0.473684211
83,24,515.997077,7,1,0,1,0,1,0,0,0.833333333,1
106,23,629.364927,-11,1,0,1,0,1,0,0,0.235294118,0.625
287,6,2443.223163,45,1,1,1,0,0,1,0,0.416666667,0.083333333
209,56,1932.088676,39,0,1,0,0,1,0,0,0.5,0.35
240,36,2171.391713,35,0,0,1,1,0,0,0,0.333333333,0.25
236,16,1886.742458,-35,1,0,1,0,0,0,1,0.32,0.285714286
94,13,576.897383,-3,1,0,1,0,0,0,1,0.407407407,0.678571429
231,11,1612.567243,-24,0,1,1,0,0,1,0,1.181818182,0.454545455
129,7,973.826853,-2,0,1,0,1,0,0,0,0.210526316,0.842105263
53,16,173.11296,-2,0,0,1,0,1,0,0,0.909090909,0.888888889
138,12,960.346396,6,1,0,1,0,0,0,1,0.8,0.4375
94,23,597.939419,-11,0,0,0,0,0,1,0,0.555555556,0.068965517
107,2,908.840734,17,0,0,1,0,0,1,0,0.24137931,0.5
157,15,1112.807978,7,0,0,1,0,0,1,0,0.533333333,1
305,6,2518.463271,45,0,0,1,0,0,0,1,0.882352941,0.8
145,21,1394.176857,23,1,0,1,0,0,0,1,0.739130435,0.2
41,44,255.35434,4,0,1,1,1,0,0,0,1.125,0.533333333
126,27,920.195546,7,0,0,0,1,0,0,0,0.263157895,0.1
97,10,760.200443,13,1,0,1,0,0,1,0,0.217391304,0.606060606
162,14,1272.783529,-19,1,0,1,0,1,0,0,0.470588235,0.473684211
91,18,651.284339,-9,0,1,1,0,0,1,0,0.8,0.696969697
57,12,431.45735,2,1,0,1,0,0,0,1,0.814814815,0.1875
244,3,1653.98682,-24,0,1,0,0,0,0,1,0.25,0.310344828
101,17,737.983952,14,0,0,1,1,0,0,0,0.64,0.8
48,9,268.566588,3,1,0,1,0,0,1,0,0.470588235,0.666666667
103,28,707.170628,-11,1,0,1,0,0,1,0,0.740740741,0.6
90,13,690.933963,0,0,0,1,1,0,0,0,0.909090909,0.9
49,21,299.410217,5,0,1,1,0,1,0,0,0.666666667,0.222222222
160,4,1386.948064,23,1,1,0,0,0,0,1,0.705882353,0.8125
250,39,1932.088676,-39,0,0,1,1,0,0,0,0.416666667,0.545454545
34,26,173.11296,2,0,0,1,1,0,0,0,1.111111111,0.777777778
83,5,623.223317,7,1,0,1,0,0,0,1,0.342105263,0.75
321,56,2624.268993,49,0,1,1,1,0,0,0,1.090909091,0.818181818
369,14,2624.268993,-49,1,0,1,0,0,0,1,0.692307692,0.615384615
80,30,476.750766,6,0,1,1,0,0,1,0,0.9,0.6
38,8,173.11296,2,0,0,0,0,0,1,0,0.6875,0.909090909
56,11,347.632429,6,1,0,1,1,0,0,0,0.625,0.526315789
248,17,2313.186756,41,1,1,1,0,0,0,1,0.777777778,0.916666667
127,15,898.49101,-6,1,0,1,0,0,1,0,1,0.117647059
67,6,420.795085,-6,0,0,1,0,1,0,0,0.818181818,1.125
68,8,394.782984,-7,0,1,1,0,1,0,0,0.833333333,0.785714286
166,50,1118.565985,3,1,0,1,0,0,0,1,0.16,0.538461538
118,6,875.322395,-13,1,0,0,0,0,1,0,0.517241379,0.166666667
81,12,523.519563,-7,0,1,1,0,0,1,0,0.363636364,0.75
363,28,2700.614761,-51,0,0,0,0,1,0,0,0.727272727,0.769230769
135,46,946.311628,8,0,1,0,0,1,0,0,0.277777778,1.111111111
78,25,523.519563,-7,0,0,1,1,0,0,0,0.25,0.258064516
51,9,255.35434,-4,0,0,1,0,0,0,1,1,0.444444444
112,18,884.177395,14,0,0,1,0,1,0,0,0.875,0.724137931
319,4,2481.553431,-46,0,1,1,0,1,0,0,0.777777778,0.777777778
242,12,1886.742458,-35,0,0,0,0,1,0,0,0.96,0.769230769
215,21,1583.865007,-26,0,1,1,1,0,0,0,1.222222222,0.769230769
125,31,920.195546,-7,0,0,1,0,1,0,0,0.7,0.380952381
184,13,1289.919828,-12,0,1,0,1,0,0,0,0.315789474,0.611111111
245,15,2131.507657,39,1,1,1,0,1,0,0,0.538461538,0.125
119,11,737.983952,-14,0,1,1,0,0,1,0,1,0.518518519
197,8,1545.824818,-28,1,1,1,0,1,0,0,0.75,0.266666667
241,54,1786.762313,-31,1,1,1,0,0,0,1,1,0.9375
118,49,942.919725,17,0,1,1,0,0,1,0,1.0625,0.777777778
120,14,898.49101,-6,1,0,1,0,1,0,0,0.333333333,0.25
121,10,819.41716,14,0,1,1,0,1,0,0,0.055555556,0.916666667
124,9,989.849845,-4,0,0,0,0,0,1,0,0.6875,1
60,11,369.14826,-6,0,1,0,1,0,0,0,0.625,0.571428571
117,29,884.177395,-14,1,1,0,0,0,0,1,0.310344828,0.8125
137,40,946.311628,-8,0,0,0,0,1,0,0,1,0.277777778
106,10,884.177395,14,1,1,1,0,0,1,0,1.545454545,0.448275862
66,8,447.510212,5,0,0,1,0,1,0,0,0.833333333,0.833333333
162,18,1394.176857,23,1,0,0,0,0,1,0,0.043478261,0.3
228,9,1568.581857,-27,1,1,1,1,0,0,0,0.566666667,0.588235294
84,28,624.238161,1,1,1,0,0,1,0,0,0.888888889,0.05
192,18,1460.23117,-25,1,0,0,0,0,1,0,0.772727273,0.727272727
325,48,2598.27683,-42,0,0,1,0,1,0,0,0.466666667,1
178,16,1514.308416,22,1,0,1,0,1,0,0,0.896551724,0.25
92,5,690.933963,0,1,0,1,1,0,0,0,0.2,0.333333333
52,35,317.942589,5,0,1,1,0,0,0,1,0.863636364,0.757575758
222,10,1886.742458,35,0,1,1,1,0,0,0,0.181818182,0.517241379
308,16,2518.463271,45,0,0,1,0,0,0,1,0.333333333,0.2
110,18,651.284339,-9,0,1,1,0,0,0,1,0.266666667,0.814814815
176,14,1119.647562,-21,0,1,0,0,0,1,0,0,0.379310345
244,15,1786.762313,-31,1,1,1,0,0,0,1,0.344827586,0.8125
39,13,216.302988,1,0,0,1,0,0,1,0,0.857142857,0.666666667
146,3,1170.205696,20,0,1,1,0,0,0,1,0.333333333,0.821428571
98,49,690.933963,0,0,0,1,0,0,1,0,0.333333333,0.9
275,12,2441.691932,43,0,1,1,0,0,1,0,1.666666667,0.9
134,17,915.2794,-3,0,0,0,1,0,0,0,0.5,0.166666667
308,35,2565.527733,42,0,0,1,0,0,1,0,0.538461538,0.333333333
128,5,1035.775052,9,0,0,1,1,0,0,0,0.25,0.6
91,8,637.097868,-11,0,0,1,0,0,1,0,0.034482759,0.333333333
149,3,1258.858834,24,0,0,1,1,0,0,0,0.526315789,0.517241379
273,14,2203.538884,-38,1,0,1,0,1,0,0,0.555555556,1.090909091
120,22,841.089583,-7,0,0,1,0,0,1,0,0.416666667,1.090909091
213,55,1886.742458,35,0,1,0,0,0,0,1,1,0.620689655
290,22,2313.186756,-41,0,1,1,0,1,0,0,0.9,1.125
121,7,927.682823,4,0,1,1,0,0,0,1,0.692307692,0.222222222
128,51,861.040268,-9,0,0,1,0,0,0,1,0.05,0.466666667
105,17,737.983952,14,1,0,1,1,0,0,0,1.12,1
284,20,2362.776046,42,0,1,1,1,0,0,0,0.647058824,0.444444444
138,17,1170.205696,20,0,1,1,1,0,0,0,0.833333333,0.576923077
320,13,2443.223163,-45,0,0,1,0,1,0,0,0.454545455,1
117,20,989.849845,4,0,1,1,0,0,1,0,0.5,0.588235294
67,8,394.782984,-7,0,0,1,0,1,0,0,0.583333333,0.5
192,18,1411.350705,-29,0,0,1,0,1,0,0,0.5,0.916666667
73,18,515.997077,7,1,0,1,1,0,0,0,1.176470588,0.8
93,47,623.223317,-7,0,1,1,0,1,0,0,0.681818182,0.666666667
167,4,1283.600843,-22,0,0,1,1,0,0,0,0.636363636,0.909090909
133,10,1011.381516,19,0,1,1,1,0,0,0,0.9375,0.666666667
203,12,1460.23117,-25,1,0,1,1,0,0,0,0.869565217,0.875
154,55,1333.317564,20,0,1,1,0,0,0,1,0.75,0.5
220,14,1617.638329,-28,1,0,1,0,0,0,1,0.222222222,0.263157895
68,11,487.219009,1,0,1,1,1,0,0,0,0.714285714,0.739130435
152,17,1112.807978,-7,0,0,1,1,0,0,0,0.9,0.444444444
142,23,1189.249182,20,0,1,1,0,1,0,0,0.75,0.655172414
148,7,1258.745502,20,0,1,1,1,0,0,0,1.5,0.25
335,7,2616.005634,-47,0,0,1,0,1,0,0,0.818181818,0.647058824
83,7,623.223317,7,0,0,1,0,0,1,0,0.75862069,0.16
40,11,268.566588,-3,1,0,1,1,0,0,0,0.933333333,0.533333333
59,51,347.632429,6,1,1,1,0,1,0,0,0.8125,0.55
96,20,760.200443,-13,1,0,0,0,1,0,0,0.777777778,0.035714286
203,20,1411.273186,-21,1,1,1,1,0,0,0,0.7,0.45
72,9,565.253694,2,0,1,0,0,0,0,1,0.1875,1.166666667
89,14,523.519563,-7,0,1,1,1,0,0,0,0.777777778,0.575757576
155,17,1324.427392,22,1,1,1,0,0,1,0,1,0
56,6,347.632429,6,1,0,0,1,0,0,0,0.166666667,0.052631579
150,23,1187.021901,-3,0,1,1,0,1,0,0,0.333333333,0.8
97,7,737.983952,14,1,0,1,0,0,1,0,0.75,0.8
173,22,1202.491246,-20,0,1,0,0,0,0,1,0.75,0.142857143
260,13,2461.380311,49,0,1,1,0,0,0,1,0.416666667,1.090909091
45,19,212.213175,-3,1,1,1,0,0,1,0,0.7,0.666666667
85,34,597.939419,-11,1,1,1,0,1,0,0,0.333333333,0.625
99,1,629.364927,-11,0,0,0,0,1,0,0,0.736842105,0.785714286
60,9,347.632429,6,1,1,1,1,0,0,0,0.75,0.8
86,4,576.897383,3,0,1,1,0,1,0,0,0.214285714,0.696969697
132,15,1060.574013,18,0,1,1,0,0,1,0,0.125,0.866666667
230,24,2167.984454,38,1,1,1,0,0,0,1,0.75,0.4375
273,18,2414.578371,48,0,1,0,0,0,1,0,1.090909091,0.2
149,14,960.346396,-6,0,1,1,1,0,0,0,0.857142857,0.517241379
201,17,1460.23117,-25,0,0,1,0,1,0,0,0.24,1
157,18,943.813088,-13,0,1,1,0,0,0,1,0.727272727,0.636363636
79,11,540.032558,-4,0,1,0,0,1,0,0,0.166666667,0.484848485
105,27,735.602365,-10,1,0,0,0,0,1,0,1.1,0.272727273
199,17,1583.865007,26,1,0,1,0,1,0,0,1.043478261,1.125
68,8,447.510212,-5,0,1,1,0,0,1,0,0.166666667,0.785714286
139,5,1118.837186,10,0,0,0,1,0,0,0,0.105263158,0.466666667
110,15,690.933963,0,0,0,1,1,0,0,0,0.769230769,1
36,18,185.791842,-2,0,0,1,1,0,0,0,0.8,0.375
318,16,2372.108608,-44,0,0,1,1,0,0,0,0.75,0.4
54,11,317.942589,-5,1,0,0,1,0,0,0,0.333333333,0.055555556
117,12,943.813088,13,1,0,1,1,0,0,0,0.444444444,1
290,5,2129.732943,-37,1,0,1,0,0,0,1,1.266666667,0.333333333
74,8,428.586941,2,0,1,1,1,0,0,0,0.941176471,0.642857143
92,24,637.097868,-11,0,0,0,1,0,0,0,0.4375,0.454545455
88,13,603.134032,4,1,0,1,0,0,0,1,0.814814815,0.5
192,41,1545.824818,-28,1,0,1,1,0,0,0,0.52,1.090909091
110,6,908.840734,17,1,1,1,0,1,0,0,0.448275862,1.125
84,23,620.091504,7,1,1,1,0,0,1,0,0.5,0.846153846
89,5,651.284339,-9,0,1,1,0,0,1,0,0.333333333,0.709677419
106,17,908.840734,17,1,1,1,0,0,1,0,0.25,0.142857143
246,10,2201.081715,39,1,1,1,0,0,0,1,0.266666667,0.357142857
61,12,431.45735,2,1,0,0,1,0,0,0,0.407407407,0.0625
332,38,2518.463271,-45,1,1,1,1,0,0,0,0.222222222,0.823529412
94,6,597.939419,-11,1,1,1,1,0,0,0,0.666666667,0.375
359,30,2700.614761,-51,0,0,0,0,1,0,0,0.923076923,0.75
50,9,218.192866,-4,0,1,1,1,0,0,0,0.24,0.375
156,26,1118.837186,-10,0,0,1,1,0,0,0,0.714285714,0.227272727
154,17,1411.350705,29,0,1,1,0,0,0,1,0.1,0.307692308
75,7,523.493625,10,0,0,1,0,0,1,0,0.875,0.944444444
162,23,1323.652855,22,0,0,0,0,0,0,1,0.25,0.375
135,3,890.387126,15,0,0,1,1,0,0,0,0.117647059,0.916666667
109,8,813.596649,-5,0,0,1,0,1,0,0,0.375,0.375
340,28,2518.463271,-45,1,1,1,1,0,0,0,0.7,0.625
323,17,2518.463271,-45,0,0,1,1,0,0,0,0.333333333,0.529411765
46,0,208.704082,3,0,0,0,0,1,0,0,0.6,0.875
146,16,1119.647562,-21,0,1,0,0,0,1,0,0.157894737,0.24137931
43,35,268.566588,-3,1,1,1,0,1,0,0,0.533333333,0.636363636
336,28,2572.388959,-48,1,1,1,0,0,0,1,0.888888889,0.928571429
83,2,476.750766,6,0,1,1,0,1,0,0,0.235294118,0.6
58,11,357.179769,-4,1,0,1,0,1,0,0,0.764705882,0.769230769
81,15,629.364927,11,0,0,1,0,1,0,0,0.8,0.083333333
243,27,1886.742458,-35,1,1,0,1,0,0,0,0.8,1
220,39,1661.068914,-29,0,1,0,0,0,0,1,0.058823529,0.8125
338,33,2332.717486,-42,1,0,1,0,0,0,1,1.1875,0.785714286
102,17,665.011421,-11,0,1,1,0,1,0,0,0.3125,0.821428571
126,7,861.040268,-9,0,0,1,0,0,1,0,0.25,0.517241379
174,25,1258.858834,-24,1,0,1,1,0,0,0,1.16,0.0625
110,13,875.322395,-13,1,0,1,0,0,1,0,0.178571429,0.833333333
226,12,2203.538884,38,0,1,0,0,0,0,1,0.636363636,0.129032258
135,23,1202.491246,20,1,0,0,0,0,1,0,1.227272727,0.625
170,8,1208.563314,-11,0,0,0,1,0,0,0,0.7,0.25
146,8,1093.062754,-6,0,0,1,0,0,0,1,0.7,0.055555556
27,9,127.051774,2,0,1,0,1,0,0,0,0.181818182,0.357142857
41,20,216.302988,-1,0,0,1,0,1,0,0,0.538461538,0.227272727
60,19,394.782984,7,0,0,0,0,1,0,0,0.272727273,0.4
58,34,369.14826,6,0,1,1,1,0,0,0,0.227272727,1.090909091
77,56,515.997077,-7,0,1,1,0,0,1,0,0.571428571,0.1
59,47,357.179769,-4,0,0,1,0,0,1,0,0.764705882,0.5
178,10,1617.638329,28,0,1,1,0,0,0,1,0.533333333,0.727272727
157,42,1027.212361,-6,0,0,1,1,0,0,0,0.9,0.4
314,3,2518.463271,45,1,1,1,0,0,1,0,0.611111111,0.75
100,21,760.200443,13,1,0,1,0,1,0,0,0.909090909,0.696969697
109,6,737.983952,-14,0,1,1,0,0,1,0,0.1,0.111111111
96,16,562.735694,-7,0,1,1,0,0,0,1,0.071428571,0.642857143
221,20,1769.842435,31,1,1,1,0,1,0,0,0.25,1.15
135,9,1035.775052,9,0,0,1,0,0,1,0,0.176470588,0.666666667
122,6,915.2794,-3,0,0,1,0,1,0,0,0.428571429,0.166666667
171,34,1411.273186,-21,1,1,0,0,0,1,0,0.6,0.45
101,-3,732.129795,-11,0,0,1,1,0,0,0,0.263157895,0.6
139,12,960.346396,-6,1,1,1,1,0,0,0,0.857142857,0.5
108,3,812.418892,5,1,1,0,0,1,0,0,0.333333333,0.625
65,5,431.45735,-2,0,1,1,0,1,0,0,0.1875,0.678571429
160,34,1112.807978,-7,0,0,0,1,0,0,0,0.8,0.722222222
